,Unnamed: 0,地区,经度,纬度
107,1879,四川省广元市,105.85042318166482,32.44161630531542
108,1976,河南省焦作市,113.24854783457334,35.22096325403899
109,2023,安徽省宣城地区,118.76553424276743,30.94660154529291
110,2025,浙江省衢州市,118.86659674035565,28.975545802265025
111,2033,甘肃省天水市,105.73141674566955,34.58741188165064
112,2052,福建省莆田市,119.0145209781265,25.45986545592271
113,2055,湖北省咸宁地区,114.32851909026844,29.847055947646492
114,2067,四川省南充市,106.11750261487227,30.843782508337036
115,2124,新疆阿勒泰地区,88.14792620373527,47.85072787010195
116,2215,河南省三门峡市,111.2065332238741,34.778327249459984
117,2245,内蒙古哲里木盟,120.92472246699802,45.54837043664955
118,2246,内蒙古呼和浩特市,111.75550856170946,40.84842299711348
119,2254,吉林省通化市,125.94660627598029,41.733815801613424
120,2256,山西省大同市,113.37336244450448,40.102783001859564
121,2261,四川省泸州市,105.4485240693266,28.87766830360723
122,2267,河南省鹤壁市,114.30359364247649,35.7523574114
123,2274,贵州省黔南布依族苗族自治州,107.5284027057371,26.260616196073833
124,2276,广东省清远市,113.06246832527266,23.688230292088083
125,2326,广东省佛山市,113.12851219549718,23.02775875078891
126,2431,青海省西宁市,101.78445017050855,36.62338469651661
127,2433,贵州省铜仁地区,106.71447593088575,26.604029544994923
128,2477,云南省楚雄彝族自治州,101.53441248050268,25.051773565340376
129,2567,四川省成都市,104.07274727406208,30.578993724029967
130,2570,陕西省西安市,108.94646555063274,34.34726881662395
131,2572,四川省自贡市,104.78444884671711,29.345584921327575
132,2724,广东省汕尾市,115.38155260365083,22.79126303654673
133,2807,四川省德阳市,104.40441936496448,31.133115003656755
134,2908,福建省泉州市,118.68244626680422,24.879952330498313
135,2909,黑龙江绥化地区,126.97535687530133,46.6600321798244
136,2913,安徽省宿县地区,117.3305404177196,31.73429415631746
137,2916,辽宁省营口市,122.22579880279181,40.63070304275062
138,2917,广东省河源市,114.70744627290641,23.749684370959752
139,2983,广西南宁地区,108.3345212294372,22.821268997908664
140,3040,湖北省十堰市,110.80452956069568,32.63506185840116
141,3378,湖北省黄冈地区,114.34844073658718,30.551600064658352
142,3385,四川省遂宁市,105.5994215306444,30.53909767110912
143,3388,安徽省铜陵市,117.81847679445747,30.95123323991339
144,3393,河北省保定市,115.47146383768579,38.87998776845534
145,3394,内蒙古呼伦贝尔盟,111.77260583081977,40.823156232446166
146,3401,山西省临汾地区,111.52553022403073,36.093741895419726
147,3456,河北省唐山市,118.18645947203979,39.63658372414733
148,3468,内蒙古乌兰察布盟,111.77260583081977,40.823156232446166
149,3484,福建省南平地区,118.08735102597767,27.389104987898513
150,3488,四川省黔江地区,108.77759119834955,29.53881256766016
151,3491,四川省雅安地区,104.07346654728391,30.577543147015334
152,3493,福建省福州市,119.30346983854001,26.080429420698078
153,3667,黑龙江松花江地区,126.85721568717256,45.96833752464142
154,3678,内蒙古锡林郭勒盟,116.05439144074573,43.93942266533856
155,3737,辽宁省朝阳市,120.45749949793277,41.57982086475567
156,3744,安徽省马鞍山市,118.5135795794315,31.676265597609103
157,3789,甘肃省陇南地区,103.83247812812213,36.06546488736762
158,3944,浙江省温州市,120.70647689035565,28.00108540447221
159,4006,北京市市辖区,116.4133836971231,39.910924547299565
160,4203,新疆昌吉回族自治州,87.3150016244744,44.01685415991987
161,4481,广西北海市　,109.126533212566,21.48683649576942
162,4506,陕西省榆林地区,109.74161603381395,38.290883835484046
163,4634,河北省衡水地区,115.6754061376161,37.745191408077424
164,4734,四川省达川地区,107.51841059666617,31.20239336055401
165,5117,江苏省镇江市,119.43048944567383,32.19471592052375
166,5132,安徽省蚌埠市,117.39551332813694,32.921523704350825
167,5139,河北省张家口市,114.89257223145165,40.7732372026915
168,5241,河北省邯郸市,114.5456282282352,36.631262731204046
169,5270,四川省凉山彝族自治州,102.2735026809702,27.88775230036972
170,5292,山东省菏泽地区,117.02744162847857,36.674856650404905
171,5485,新疆巴音郭楞蒙古自治州,86.1517138653326,41.7702873304504
172,5489,云南省思茅地区,102.71641607523223,25.051562267344867
173,5494,云南省红河哈尼族彝族自治州,103.38154905257933,23.36999624760546
174,5505,海南省三亚各市县,109.51855670139908,18.258736291747855
175,5534,江苏省南通市,120.90159173866185,31.98654943120089
176,5542,甘肃省兰州市,103.84052119633628,36.067234693545565
177,5735,山东省威海市,122.12754097831325,37.5164305480148
178,5737,黑龙江哈尔滨市,126.54161509031663,45.808825827952184
179,5741,山东省滨州地区,117.02744162847857,36.674856650404905
180,5963,黑龙江鸡西市,130.97561865876668,45.300872317823895
181,6025,福建省龙岩地区,117.02344756677536,25.081219844871676
182,6117,贵州省黔西南布依族苗族自治州,104.91249214626991,25.09396734941651
183,6180,辽宁省本溪市,123.69250712420832,41.49291646055291
184,6248,吉林省长春市,125.3306020759069,43.82195350104314
185,6266,北京市市辖县,116.4133836971231,39.910924547299565
186,6491,广西玉林地区,110.1884531233724,22.659830509953142
187,6636,广西柳州市,109.43442194634564,24.331961386852413
188,6746,广东省阳江市,111.98848929181268,21.864339726138933
189,6796,江西省赣州地区,114.9405033729825,25.835176103497655
190,6812,甘肃省酒泉地区,103.83247812812213,36.06546488736762
191,6848,内蒙古巴彦淖尔盟,111.77260583081977,40.823156232446166
192,6940,黑龙江大庆市,125.10865763402039,46.59363317672175
193,6942,安徽省芜湖市,118.43943137653523,31.358536655799266
194,7157,新疆和田地区,79.9285070635119,37.12044646304192
195,7163,浙江省湖洲市,121.00542622668624,28.131986007185745
196,7174,江苏省连云港市,119.22862133316607,34.60224952526725
197,7177,河南省商丘地区,115.66244933826238,34.4202016658586
198,7189,江苏省苏州市,120.59241222959322,31.303564074441766
199,7204,辽宁省辽阳市,123.24336640651318,41.27416129045421
200,7205,吉林省吉林市,126.55563450495482,43.84356783457924
201,7289,内蒙古兴安盟,122.04436452582519,46.08846371321896
202,7294,黑龙江鹤岗市,130.3044328986694,47.35605615768509
203,7446,黑龙江牡丹江市,129.6395397783469,44.55624570898632
204,7661,四川省乐山市,103.7725376036347,29.55794071745811
205,7701,浙江省宁波市,121.63084278185603,29.866068124069646
206,7762,辽宁省大连市,121.62163148459285,38.9189536667856
207,7775,山东省青岛市,120.38945519114627,36.072227496663224
208,7793,陕西省安康地区,108.96039314875111,34.27580800602361
209,7821,福建省漳州市,117.65357645298785,24.51892979117087
210,7941,贵州省安顺地区,105.95441712388904,26.25925237871499
211,8244,天津市市辖县,117.2080927529767,39.09110259843554
212,8451,安徽省合肥市,117.23344266497664,31.826577833686887
213,8535,广东省珠海市,113.58255478654918,22.27656465424921
214,8581,江苏省盐城市,120.167544265761,33.355100917626196
215,8602,浙江省丽水地区,119.9295730584414,28.473278180563412
216,8725,四川省巴中地区,106.7515853031645,31.872888585956545
217,8753,湖北省鄂州市,114.90160738827099,30.39657217331699
218,8773,西藏自治区西藏山南地区,91.1362320108882,29.655702997622964
219,8778,山东省烟台市,121.45441541730195,37.470038383730525
220,8824,云南省大理白族自治州,100.27458284048366,25.6121284181925
221,8941,江苏省常州市,119.98148471327892,31.815795653327836
222,8951,甘肃省白银市,104.1444508283435,36.55082533041454
223,9290,河北省秦皇岛市,119.5259671942601,39.89472719832739
224,9346,甘肃省张掖地区,100.45641147405634,38.932066007004934
225,9416,广东省江门市,113.08855619524043,22.584603880965
226,9564,广东省惠州市,114.4235580165817,23.116358854725593
227,10022,青海省海西蒙古族藏族自治州,97.37629911601906,37.38275046252745
228,10097,河南省安阳市,114.39950042177432,36.10594098401491
229,10262,广西梧州市,111.28551681182014,23.48274528113516
230,10284,辽宁省铁岭市,123.73236520917769,42.22994799718447
231,10418,山西省晋城市,112.85857823132879,35.49628458647257
232,10504,山西省吕梁地区,112.56937550968271,37.87982942385603
233,10507,山东省日照市,119.53341540456555,35.42283899843767
234,10514,上海市市辖县,121.48053886017651,31.235929042252014
235,10519,浙江省嘉兴市,120.76355182586005,30.750974830920143
236,10527,辽宁省抚顺市,123.9643746156145,41.88596959305694
237,10529,山东省淄博市,118.06145253489896,36.81908568332188
238,10842,浙江省金华市,119.65343619052916,29.084639385513697
239,10904,广西百色地区,106.62458932565383,23.908185934295958
240,10986,山西省朔州市,112.4393709396677,39.337108370541735
241,11008,海南省三亚市　　　　　　　,109.51855670139908,18.258736291747855
242,11028,四川省阿坝藏族羌族自治州,102.23141546175019,31.905511577266523
243,11217,宁夏固原地区,106.24857742607188,36.02161725801098
244,11396,四川省宜宾地区,103.89070305737907,30.49185373362993
245,11478,安徽省黄山市,118.34543725314781,29.721889786591692
246,11505,浙江省台州地区,121.42743470427969,28.66219405599615
247,11549,云南省曲靖地区,102.71641607523223,25.051562267344867
248,11703,山西省长治市,113.12255886984902,36.2012683721548
249,12467,福建省宁德地区,119.55451074542829,26.672241711408567
250,12666,云南省临沧地区,102.71641607523223,25.051562267344867
251,12736,黑龙江大兴安岭地区,124.15292785448057,50.42002595502784
252,12949,海南省海口市,110.2067198964201,20.052113086180366
253,12952,甘肃省庆阳地区,107.6493856959542,35.71521598356201
254,13131,山西省忻洲地区,112.56937550968271,37.87982942385603
255,13164,河南省濮阳市,115.03559747034215,35.76759302890629
256,13201,四川省涪陵地区,107.39641979754104,29.70927819797873
257,13259,广东省中山市,113.39942236263188,22.5223146707905
258,13703,甘肃省武威地区,103.83247812812213,36.06546488736762
259,13809,黑龙江齐齐哈尔市,123.92457086841536,47.3599771860153
260,13945,辽宁省锦州市,121.13259630055518,41.10093149946208
261,13951,福建省三明市,117.64552116782143,26.269736515991838
262,14270,江西省鹰潭市,117.0755754270272,28.265787063191418
263,14538,山东省泰安市,117.0944948347959,36.2058580448846
264,14566,辽宁省锦西市,123.43559785683209,41.84146525120185
265,14835,吉林省辽源市,125.15042516688747,42.89405500574631
266,14838,黑龙江七台河市,131.01154459102744,45.77630032154785
267,14841,吉林省四平市,124.35648155715893,43.171993571561
268,14844,内蒙古包头市,109.84654350721243,40.66292878826139
269,14992,吉林省白城市,122.8455906084976,45.62550435999602
270,15203,广西南宁市,108.37345082581861,22.822606601187154
271,15322,辽宁省盘锦市,122.1771181899173,40.72579099974712
272,15662,广东省汕头市,116.68852864054833,23.35909171772515
273,16236,陕西省渭南地区,108.96039314875111,34.27580800602361
274,16271,安徽省淮南市,117.00638885071616,32.63184739905333
275,16454,浙江省舟山市,122.21355631852045,29.99091168016034
276,16641,黑龙江双鸭山市,131.16534168078073,46.65318589588607
277,17003,四川省攀枝花市,101.72554117091441,26.58803317333301
278,17004,辽宁省丹东市,124.36154728159079,40.00640870559368
279,17797,辽宁省沈阳市,123.47109664482264,41.68383006919066
280,18341,新疆伊犁地区,87.63347320573824,43.79923810128996
281,18815,湖北省沙市市,112.25861327613607,30.33169887683693
